,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
261,2013,21.4,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
262,2014,20.1,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
263,2015,19.1,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
264,2005,49.8,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
265,2006,44.8,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
266,2007,41.7,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
267,2008,40.7,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
268,2009,38.4,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
269,2010,38.1,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
270,2011,35.9,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
271,2012,34.4,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
272,2013,33.5,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
273,2014,33.8,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
274,2015,32.0,SH.STA.SUIC.P5,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
275,2005,7.9,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
276,2006,7.8,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
277,2007,7.6,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
278,2008,8.1,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
279,2009,8.0,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
280,2010,7.8,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
281,2011,8.3,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
282,2012,8.2,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
283,2013,8.8,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
284,2014,8.6,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
285,2015,8.8,SH.STA.SUIC.P5,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
286,2005,11.9,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
287,2006,12.1,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
288,2007,12.4,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
289,2008,12.7,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
290,2009,12.8,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
291,2010,13.1,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
292,2011,13.4,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
293,2012,13.5,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
294,2013,13.5,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
295,2014,14.0,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
296,2015,14.4,SH.STA.SUIC.P5,USA,United States,North America,High income,Not classified
297,2005,2338862330896.02,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
298,2006,2431527792665.72,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
299,2007,2579118383471.24,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
300,2008,2710503714743.21,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
301,2009,2707093575825.47,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
302,2010,2910889693644.54,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
303,2011,3026580833164.68,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
304,2012,3084726000476.53,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
305,2013,3177417275722.99,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
306,2014,3193430052475.44,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
307,2015,3080198578703.47,NY.GDP.MKTP.PP.KD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
308,2005,6954885516694.85,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
309,2006,7839613419837.17,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
310,2007,8955257903305.3,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
311,2008,9819501089971.55,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
312,2009,10742409055886.5,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
313,2010,11884957832311.2,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
314,2011,13020070209403.8,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
315,2012,14043934216102.1,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
316,2013,15134607226924.2,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
317,2014,16258467389928.8,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
318,2015,17403279549482.5,NY.GDP.MKTP.PP.KD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
319,2005,3619132259197.63,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
320,2006,3757254339624.12,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
321,2007,3869087329212.45,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
322,2008,3906225891144.96,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
323,2009,3683811781972.98,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
324,2010,3837790785934.06,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
325,2011,3988431469882.66,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
326,2012,4005122959631.14,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
327,2013,4022649029382.74,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
328,2014,4111531206777.68,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
329,2015,4172872437119.02,NY.GDP.MKTP.PP.KD,DEU,Germany,Europe & Central Asia,High income,Not classified
330,2005,3724338354436.36,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
331,2006,4024547309302.36,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
332,2007,4332860435873.44,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
333,2008,4466602754869.81,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
334,2009,4817762098070.95,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
335,2010,5227155513075.2,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
336,2011,5501127199130.63,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
337,2012,5801290084908.55,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
338,2013,6171766642357.03,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
339,2014,6629108597815.28,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
340,2015,7159188945023.98,NY.GDP.MKTP.PP.KD,IND,India,South Asia,Lower middle income,IBRD
341,2005,1515974717436.42,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
342,2006,1599367755718.47,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
343,2007,1700847995305.04,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
344,2008,1803131952430.77,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
345,2009,1886596607760.4,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
346,2010,2004015629604.0,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
347,2011,2127659069439.35,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
348,2012,2255957989050.89,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
349,2013,2381327523213.48,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
350,2014,2500552696432.02,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
351,2015,2622487705196.92,NY.GDP.MKTP.PP.KD,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
352,2005,4790191034581.33,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
353,2006,4858212061319.38,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
354,2007,4938575822144.97,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
355,2008,4884570490446.0,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
356,2009,4620001989339.51,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
357,2010,4813660426472.33,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
358,2011,4808104435116.72,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
359,2012,4879989903806.81,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
360,2013,4977602772505.54,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
361,2014,4996254819549.48,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
362,2015,5057355071002.79,NY.GDP.MKTP.PP.KD,JPN,Japan,East Asia & Pacific,High income,Not classified
363,2005,2876520823211.47,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
364,2006,3112397494085.71,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
365,2007,3376950589149.21,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
366,2008,3552550981878.81,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
367,2009,3275452221520.73,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
368,2010,3422847571490.17,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
369,2011,3570031016049.49,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
370,2012,3713692139974.43,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
371,2013,3778883114348.69,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
372,2014,3806705792055.25,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
373,2015,3731610175003.83,NY.GDP.MKTP.PP.KD,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
374,2005,2574900284130.18,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
375,2006,2644262957426.98,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
376,2007,2706682790498.11,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
377,2008,2699137095867.32,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
378,2009,2588095963368.1,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
379,2010,2641774392354.46,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
380,2011,2675475730486.89,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
381,2012,2713745629083.1,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
382,2013,2773071184631.19,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
383,2014,2852456688491.83,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
384,2015,2919862222802.09,NY.GDP.MKTP.PP.KD,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
385,2005,16062233970920.8,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
386,2006,16520806300529.3,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
387,2007,16830764952336.3,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
388,2008,16807777526679.0,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
389,2009,16381405042441.5,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
390,2010,16801386027043.2,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
391,2011,17061947886833.7,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
392,2012,17445764227858.7,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
393,2013,17767129348328.8,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
394,2014,18215922317850.4,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
395,2015,18776155677330.2,NY.GDP.MKTP.PP.KD,USA,United States,North America,High income,Not classified
396,2005,71.896,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
397,2006,72.26,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
398,2007,72.618,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
399,2008,72.966,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
400,2009,73.3,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
401,2010,73.619,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
402,2011,73.921,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
403,2012,74.209,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
404,2013,74.483,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
405,2014,74.745,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
406,2015,74.994,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
407,2005,72.985,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
408,2006,73.271,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
409,2007,73.553,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
410,2008,73.835,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
411,2009,74.119,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
412,2010,74.409,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
413,2011,74.708,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
414,2012,75.013,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
415,2013,75.321,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
416,2014,75.629,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
417,2015,75.928,SP.DYN.LE00.IN,CHN,China,East Asia & Pacific,Upper middle income,IBRD
418,2005,78.9317073171,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
419,2006,79.1317073171,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
420,2007,79.5341463415,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
421,2008,79.7365853659,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
422,2009,79.8365853659,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
423,2010,79.987804878,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
424,2011,80.4365853659,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
425,2012,80.5390243902,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
426,2013,80.4902439024,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
427,2014,81.0902439024,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
428,2015,80.6414634146,SP.DYN.LE00.IN,DEU,Germany,Europe & Central Asia,High income,Not classified
429,2005,64.5,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
430,2006,64.918,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
431,2007,65.35,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
432,2008,65.794,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
433,2009,66.244,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
434,2010,66.693,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
435,2011,67.13,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
436,2012,67.545,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
437,2013,67.931,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
438,2014,68.286,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
439,2015,68.607,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
440,2005,67.334,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
441,2006,67.717,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
442,2007,68.105,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
443,2008,68.485,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
444,2009,68.853,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
445,2010,69.205,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
446,2011,69.542,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
447,2012,69.866,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
448,2013,70.179,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
449,2014,70.481,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
450,2015,70.768,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
451,2005,81.9251219512,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
452,2006,82.3219512195,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
453,2007,82.5070731707,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
454,2008,82.5875609756,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
455,2009,82.9314634146,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
456,2010,82.8426829268,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
457,2011,82.5912195122,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
458,2012,83.096097561,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
459,2013,83.3319512195,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
460,2014,83.587804878,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
461,2015,83.793902439,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
462,2005,65.5297560976,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
463,2006,66.7275609756,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
464,2007,67.5868292683,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
465,2008,67.9492682927,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
466,2009,68.6846341463,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
467,2010,68.8412195122,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
468,2011,69.683902439,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
469,2012,70.072195122,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
470,2013,70.5787804878,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
471,2014,70.7436585366,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
472,2015,71.1834146341,SP.DYN.LE00.IN,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
473,2005,79.0487804878,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
474,2006,79.2487804878,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
475,2007,79.4487804878,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
476,2008,79.6,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
477,2009,80.0512195122,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
478,2010,80.4024390244,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
479,2011,80.9512195122,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
480,2012,80.9048780488,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
481,2013,81.0048780488,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
482,2014,81.3048780488,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
483,2015,80.956097561,SP.DYN.LE00.IN,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
484,2005,77.487804878,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
485,2006,77.687804878,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
486,2007,77.987804878,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
487,2008,78.0390243902,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
488,2009,78.3902439024,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
489,2010,78.5414634146,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
490,2011,78.6414634146,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
491,2012,78.7414634146,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
492,2013,78.7414634146,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
493,2014,78.8414634146,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
494,2015,78.6902439024,SP.DYN.LE00.IN,USA,United States,North America,High income,Not classified
